REF_DATE,GEO,Gender,Sociodemographic_characteristics,Indicators,VALUE
2021-07,Canada (excluding territories),"Total, all persons",Other activity,Excellent or very good perceived mental health,46.5
2021-07,Canada (excluding territories),"Total, all persons",Other activity,Good perceived mental health,30
2021-07,Canada (excluding territories),"Total, all persons",Other activity,Fair or poor perceived mental health,23.6
2021-07,Canada (excluding territories),"Total, all persons","Total, urban and rural areas",Excellent or very good perceived mental health,52
2021-07,Canada (excluding territories),"Total, all persons","Total, urban and rural areas",Good perceived mental health,31.3
2021-07,Canada (excluding territories),"Total, all persons","Total, urban and rural areas",Fair or poor perceived mental health,16.7
2021-07,Canada (excluding territories),"Total, all persons",Urban areas,Excellent or very good perceived mental health,51.6
2021-07,Canada (excluding territories),"Total, all persons",Urban areas,Good perceived mental health,31
2021-07,Canada (excluding territories),"Total, all persons",Urban areas,Fair or poor perceived mental health,17.3
2021-07,Canada (excluding territories),"Total, all persons",Rural areas,Excellent or very good perceived mental health,53.8
2021-07,Canada (excluding territories),"Total, all persons",Rural areas,Good perceived mental health,33.1
2021-07,Canada (excluding territories),"Total, all persons",Rural areas,Fair or poor perceived mental health,13.1
2021-07,Canada (excluding territories),Men,"Total, 15 years and over",Excellent or very good perceived mental health,56.1
2021-07,Canada (excluding territories),Men,"Total, 15 years and over",Good perceived mental health,29.3
2021-07,Canada (excluding territories),Men,"Total, 15 years and over",Fair or poor perceived mental health,14.6
2021-07,Canada (excluding territories),Men,15 to 24 years,Excellent or very good perceived mental health,56.4
2021-07,Canada (excluding territories),Men,15 to 24 years,Good perceived mental health,25
2021-07,Canada (excluding territories),Men,15 to 24 years,Fair or poor perceived mental health,18.6
2021-07,Canada (excluding territories),Men,25 to 54 years,Excellent or very good perceived mental health,51.9
2021-07,Canada (excluding territories),Men,25 to 54 years,Good perceived mental health,31.1
2021-07,Canada (excluding territories),Men,25 to 54 years,Fair or poor perceived mental health,17
2021-07,Canada (excluding territories),Men,25 to 34 years,Excellent or very good perceived mental health,45.9
2021-07,Canada (excluding territories),Men,25 to 34 years,Good perceived mental health,31.2
2021-07,Canada (excluding territories),Men,25 to 34 years,Fair or poor perceived mental health,22.9
2021-07,Canada (excluding territories),Men,35 to 44 years,Excellent or very good perceived mental health,54.2
2021-07,Canada (excluding territories),Men,35 to 44 years,Good perceived mental health,29.8
2021-07,Canada (excluding territories),Men,35 to 44 years,Fair or poor perceived mental health,16
2021-07,Canada (excluding territories),Men,45 to 54 years,Excellent or very good perceived mental health,56.2
2021-07,Canada (excluding territories),Men,45 to 54 years,Good perceived mental health,32.5
2021-07,Canada (excluding territories),Men,45 to 54 years,Fair or poor perceived mental health,11.4
2021-07,Canada (excluding territories),Men,55 to 64 years,Excellent or very good perceived mental health,59.9
2021-07,Canada (excluding territories),Men,55 to 64 years,Good perceived mental health,29
2021-07,Canada (excluding territories),Men,55 to 64 years,Fair or poor perceived mental health,11.1
2021-07,Canada (excluding territories),Men,65 years and over,Excellent or very good perceived mental health,62.8
2021-07,Canada (excluding territories),Men,65 years and over,Good perceived mental health,28.3
2021-07,Canada (excluding territories),Men,65 years and over,Fair or poor perceived mental health,8.9
2021-07,Canada (excluding territories),Men,65 to 74 years,Excellent or very good perceived mental health,61.8
2021-07,Canada (excluding territories),Men,65 to 74 years,Good perceived mental health,28.9
2021-07,Canada (excluding territories),Men,65 to 74 years,Fair or poor perceived mental health,9.3
2021-07,Canada (excluding territories),Men,75 years and over,Excellent or very good perceived mental health,64.5
2021-07,Canada (excluding territories),Men,75 years and over,Good perceived mental health,27.3
2021-07,Canada (excluding territories),Men,75 years and over,Fair or poor perceived mental health,8.3
2021-07,Canada (excluding territories),Men,"Total, by immigrant status",Excellent or very good perceived mental health,56.1
2021-07,Canada (excluding territories),Men,"Total, by immigrant status",Good perceived mental health,29.3
2021-07,Canada (excluding territories),Men,"Total, by immigrant status",Fair or poor perceived mental health,14.6
2021-07,Canada (excluding territories),Men,Non-immigrants,Excellent or very good perceived mental health,54.3
2021-07,Canada (excluding territories),Men,Non-immigrants,Good perceived mental health,30.5
2021-07,Canada (excluding territories),Men,Non-immigrants,Fair or poor perceived mental health,15.2
2021-07,Canada (excluding territories),Men,Immigrants,Excellent or very good perceived mental health,59.2
2021-07,Canada (excluding territories),Men,Immigrants,Good perceived mental health,27.1
2021-07,Canada (excluding territories),Men,Immigrants,Fair or poor perceived mental health,13.7
2021-07,Canada (excluding territories),Men,"Immigrants, 10 years or less in Canada",Excellent or very good perceived mental health,68.8
2021-07,Canada (excluding territories),Men,"Immigrants, 10 years or less in Canada",Good perceived mental health,20.4
2021-07,Canada (excluding territories),Men,"Immigrants, 10 years or less in Canada",Fair or poor perceived mental health,10.8
2021-07,Canada (excluding territories),Men,"Immigrants, more than 10 years in Canada",Excellent or very good perceived mental health,55.1
2021-07,Canada (excluding territories),Men,"Immigrants, more than 10 years in Canada",Good perceived mental health,29.8
2021-07,Canada (excluding territories),Men,"Immigrants, more than 10 years in Canada",Fair or poor perceived mental health,15.1
2021-07,Canada (excluding territories),Men,"Immigrants, years in Canada not stated",Excellent or very good perceived mental health,NA
2021-07,Canada (excluding territories),Men,"Immigrants, years in Canada not stated",Good perceived mental health,NA
2021-07,Canada (excluding territories),Men,"Immigrants, years in Canada not stated",Fair or poor perceived mental health,NA
2021-07,Canada (excluding territories),Men,Non-permanent residents,Excellent or very good perceived mental health,72.2
2021-07,Canada (excluding territories),Men,Non-permanent residents,Good perceived mental health,18.6
2021-07,Canada (excluding territories),Men,Non-permanent residents,Fair or poor perceived mental health,9.1
2021-07,Canada (excluding territories),Men,"Total, by visible minority group",Excellent or very good perceived mental health,56.1
2021-07,Canada (excluding territories),Men,"Total, by visible minority group",Good perceived mental health,29.3
2021-07,Canada (excluding territories),Men,"Total, by visible minority group",Fair or poor perceived mental health,14.6
2021-07,Canada (excluding territories),Men,Visible minority population,Excellent or very good perceived mental health,60.1
2021-07,Canada (excluding territories),Men,Visible minority population,Good perceived mental health,26.6
2021-07,Canada (excluding territories),Men,Visible minority population,Fair or poor perceived mental health,13.3
2021-07,Canada (excluding territories),Men,South Asian,Excellent or very good perceived mental health,58.6
2021-07,Canada (excluding territories),Men,South Asian,Good perceived mental health,27.2
2021-07,Canada (excluding territories),Men,South Asian,Fair or poor perceived mental health,14.1
2021-07,Canada (excluding territories),Men,Chinese,Excellent or very good perceived mental health,58
2021-07,Canada (excluding territories),Men,Chinese,Good perceived mental health,28.9
2021-07,Canada (excluding territories),Men,Chinese,Fair or poor perceived mental health,13.2
2021-07,Canada (excluding territories),Men,Black,Excellent or very good perceived mental health,64.8
2021-07,Canada (excluding territories),Men,Black,Good perceived mental health,24.9
2021-07,Canada (excluding territories),Men,Black,Fair or poor perceived mental health,10.3
